status,protein,ligand,type,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,results_dir,pymol_open
SKIP,abcc9_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,abcc9_xenope__aeruginosin98A,-6.832,3.184,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__aeruginosin98A/out.pdb
SKIP,abcc9_xenope.pdb,microgininFR1_2D.sdf,transporteur,abcc9_xenope__microgininFR1,-6.374,1.551,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_xenope__microgininFR1/out.pdb
SKIP,abcc9_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,abcc9_zebrafish__aeruginosin98A,-7.241,1.457,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__aeruginosin98A/out.pdb
SKIP,abcc9_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,abcc9_zebrafish__microcystineLR,-6.729,1.584,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microcystineLR/out.pdb
SKIP,abcc9_zebrafish.pdb,cyanopeptolinA_2D.sdf,transporteur,abcc9_zebrafish__cyanopeptolinA,-6.751,3.082,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__cyanopeptolinA/out.pdb
SKIP,abcc9_zebrafish.pdb,microgininFR1_2D.sdf,transporteur,abcc9_zebrafish__microgininFR1,-6.767,2.151,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcc9_zebrafish__microgininFR1/out.pdb
SKIP,abcg2_rattus.pdb,cyanopeptolinA_2D.sdf,transporteur,abcg2_rattus__cyanopeptolinA,-5.889,2.046,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__cyanopeptolinA/out.pdb
SKIP,abcg2_rattus.pdb,aeruginosin98A_2D.sdf,transporteur,abcg2_rattus__aeruginosin98A,-8.492,3.065,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__aeruginosin98A/out.pdb
SKIP,abcg2_rattus.pdb,microcystineLR_2D.sdf,transporteur,abcg2_rattus__microcystineLR,-7.675,1.354,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microcystineLR/out.pdb
SKIP,abcg2_rattus.pdb,microgininFR1_2D.sdf,transporteur,abcg2_rattus__microgininFR1,-7.777,1.425,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_rattus__microgininFR1/out.pdb
SKIP,abcg2_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,abcg2_xenope__aeruginosin98A,-8.208,1.105,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__aeruginosin98A/out.pdb
SKIP,abcg2_xenope.pdb,cyanopeptolinA_2D.sdf,transporteur,abcg2_xenope__cyanopeptolinA,-6.271,2.032,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__cyanopeptolinA/out.pdb
SKIP,abcg2_xenope.pdb,microcystineLR_2D.sdf,transporteur,abcg2_xenope__microcystineLR,-7.436,1.466,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microcystineLR/out.pdb
SKIP,abcg2_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,abcg2_zebrafish__aeruginosin98A,-7.239,1.474,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__aeruginosin98A/out.pdb
SKIP,abcg2_xenope.pdb,microgininFR1_2D.sdf,transporteur,abcg2_xenope__microgininFR1,-6.82,2.088,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_xenope__microgininFR1/out.pdb
SKIP,abcg2_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,abcg2_zebrafish__microcystineLR,-6.576,1.94,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg2_zebrafish__microcystineLR/out.pdb
SKIP,abcg4_daphnia.pdb,aeruginosin98A_2D.sdf,transporteur,abcg4_daphnia__aeruginosin98A,-8.015,3.892,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__aeruginosin98A/out.pdb
SKIP,abcg4_rattus.pdb,aeruginosin98A_2D.sdf,transporteur,abcg4_rattus__aeruginosin98A,-7.464,3.05,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__aeruginosin98A/out.pdb
SKIP,abcg4_daphnia.pdb,microcystineLR_2D.sdf,transporteur,abcg4_daphnia__microcystineLR,-6.853,1.83,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microcystineLR/out.pdb
SKIP,abcg4_daphnia.pdb,microgininFR1_2D.sdf,transporteur,abcg4_daphnia__microgininFR1,-7.594,1.674,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_daphnia__microgininFR1/out.pdb
SKIP,abcg4_rattus.pdb,microcystineLR_2D.sdf,transporteur,abcg4_rattus__microcystineLR,-5.881,1.506,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microcystineLR/out.pdb
SKIP,abcg4_rattus.pdb,microgininFR1_2D.sdf,transporteur,abcg4_rattus__microgininFR1,-7.379,1.179,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_rattus__microgininFR1/out.pdb
SKIP,abcg4_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,abcg4_xenope__aeruginosin98A,-7.401,1.443,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__aeruginosin98A/out.pdb
SKIP,abcg4_xenope.pdb,microgininFR1_2D.sdf,transporteur,abcg4_xenope__microgininFR1,-6.101,1.773,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_xenope__microgininFR1/out.pdb
SKIP,abcg4_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,abcg4_zebrafish__aeruginosin98A,-6.505,1.797,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__aeruginosin98A/out.pdb
SKIP,abcg4_zebrafish.pdb,microgininFR1_2D.sdf,transporteur,abcg4_zebrafish__microgininFR1,-6.461,1.489,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microgininFR1/out.pdb
SKIP,abcg8_daphnia.pdb,aeruginosin98A_2D.sdf,transporteur,abcg8_daphnia__aeruginosin98A,-8.453,2.509,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__aeruginosin98A/out.pdb
SKIP,abcg4_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,abcg4_zebrafish__microcystineLR,-7.145,2.402,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg4_zebrafish__microcystineLR/out.pdb
SKIP,abcg8_daphnia.pdb,cyanopeptolinA_2D.sdf,transporteur,abcg8_daphnia__cyanopeptolinA,-5.95,1.738,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__cyanopeptolinA/out.pdb
SKIP,abcg8_daphnia.pdb,microcystineLR_2D.sdf,transporteur,abcg8_daphnia__microcystineLR,-6.915,1.563,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcystineLR/out.pdb
SKIP,abcg8_daphnia.pdb,microcyclamide7806B_3D.sdf,transporteur,abcg8_daphnia__microcyclamide7806B_3D,-6.609,1.763,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microcyclamide7806B_3D/out.pdb
SKIP,abcg8_daphnia.pdb,microgininFR1_2D.sdf,transporteur,abcg8_daphnia__microgininFR1,-7.912,2.252,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_daphnia__microgininFR1/out.pdb
SKIP,abcg8_rattus.pdb,aerucyclamideA_3D.sdf,transporteur,abcg8_rattus__aerucyclamideA_3D,-6.068,1.243,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aerucyclamideA_3D/out.pdb
SKIP,abcg8_rattus.pdb,aeruginosin98A_2D.sdf,transporteur,abcg8_rattus__aeruginosin98A,-7.217,1.718,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__aeruginosin98A/out.pdb
SKIP,abcg8_rattus.pdb,cyanopeptolinA_2D.sdf,transporteur,abcg8_rattus__cyanopeptolinA,-6.013,1.458,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__cyanopeptolinA/out.pdb
SKIP,abcg8_rattus.pdb,microcystineLR_2D.sdf,transporteur,abcg8_rattus__microcystineLR,-7.956,1.377,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microcystineLR/out.pdb
SKIP,abcg8_rattus.pdb,microgininFR1_2D.sdf,transporteur,abcg8_rattus__microgininFR1,-6.758,1.626,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_rattus__microgininFR1/out.pdb
SKIP,abcg8_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,abcg8_xenope__aeruginosin98A,-7.011,2.1,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__aeruginosin98A/out.pdb
SKIP,abcg8_xenope.pdb,microcystineLR_2D.sdf,transporteur,abcg8_xenope__microcystineLR,-7.589,1.378,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microcystineLR/out.pdb
SKIP,abcg8_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,abcg8_zebrafish__aeruginosin98A,-7.698,2.726,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aeruginosin98A/out.pdb
SKIP,abcg8_xenope.pdb,microgininFR1_2D.sdf,transporteur,abcg8_xenope__microgininFR1,-7.597,2.267,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_xenope__microgininFR1/out.pdb
SKIP,abcg8_zebrafish.pdb,aerucyclamideA_3D.sdf,transporteur,abcg8_zebrafish__aerucyclamideA_3D,-6.453,1.613,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__aerucyclamideA_3D/out.pdb
SKIP,abcg8_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,abcg8_zebrafish__microcystineLR,-7.819,1.781,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcystineLR/out.pdb
SKIP,abcg8_zebrafish.pdb,microcyclamide7806B_3D.sdf,transporteur,abcg8_zebrafish__microcyclamide7806B_3D,-6.52,0.9428,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microcyclamide7806B_3D/out.pdb
SKIP,abcg8_zebrafish.pdb,cyanopeptolinA_2D.sdf,transporteur,abcg8_zebrafish__cyanopeptolinA,-6.8,1.591,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__cyanopeptolinA/out.pdb
SKIP,abcg8_zebrafish.pdb,microgininFR1_2D.sdf,transporteur,abcg8_zebrafish__microgininFR1,-7.209,1.784,/Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/abcg8_zebrafish__microgininFR1/out.pdb
SKIP,ace_daphnia.pdb,microcystineLR_2D.sdf,enzyme,ace_daphnia__microcystineLR,-8.279,1.529,/Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microcystineLR/out.pdb
SKIP,ace_daphnia.pdb,aeruginosin98A_2D.sdf,enzyme,ace_daphnia__aeruginosin98A,-8.707,2.647,/Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__aeruginosin98A/out.pdb
SKIP,ace_daphnia.pdb,microgininFR1_2D.sdf,enzyme,ace_daphnia__microgininFR1,-8.853,1.194,/Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/ace_daphnia__microgininFR1/out.pdb
SKIP,cftr_rattus.pdb,microgininFR1_2D.sdf,transporteur,cftr_rattus__microgininFR1,-7.079,1.629,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microgininFR1/out.pdb
SKIP,cftr_rattus.pdb,aeruginosin98A_2D.sdf,transporteur,cftr_rattus__aeruginosin98A,-6.604,2.819,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__aeruginosin98A/out.pdb
SKIP,cftr_rattus.pdb,microcystineLR_2D.sdf,transporteur,cftr_rattus__microcystineLR,-7.244,1.74,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_rattus__microcystineLR/out.pdb
SKIP,cftr_xenope.pdb,aerucyclamideA_3D.sdf,transporteur,cftr_xenope__aerucyclamideA_3D,-6.29,1.765,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aerucyclamideA_3D/out.pdb
SKIP,cftr_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,cftr_xenope__aeruginosin98A,-7.742,2.273,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__aeruginosin98A/out.pdb
SKIP,cftr_xenope.pdb,microcyclamide7806B_3D.sdf,transporteur,cftr_xenope__microcyclamide7806B_3D,-6.105,1.796,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcyclamide7806B_3D/out.pdb
SKIP,cftr_xenope.pdb,cyanopeptolinA_2D.sdf,transporteur,cftr_xenope__cyanopeptolinA,-6.832,1.681,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__cyanopeptolinA/out.pdb
SKIP,cftr_xenope.pdb,microcystineLR_2D.sdf,transporteur,cftr_xenope__microcystineLR,-7.67,1.797,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microcystineLR/out.pdb
SKIP,cftr_xenope.pdb,microgininFR1_2D.sdf,transporteur,cftr_xenope__microgininFR1,-7.603,1.666,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_xenope__microgininFR1/out.pdb
SKIP,cftr_zebrafish.pdb,aerucyclamideA_3D.sdf,transporteur,cftr_zebrafish__aerucyclamideA_3D,-6.938,2.077,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aerucyclamideA_3D/out.pdb
SKIP,cftr_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,cftr_zebrafish__aeruginosin98A,-8.315,2.497,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__aeruginosin98A/out.pdb
SKIP,cftr_zebrafish.pdb,microcyclamide7806B_3D.sdf,transporteur,cftr_zebrafish__microcyclamide7806B_3D,-6.885,2.353,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcyclamide7806B_3D/out.pdb
SKIP,cftr_zebrafish.pdb,microgininFR1_2D.sdf,transporteur,cftr_zebrafish__microgininFR1,-7.909,1.99,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microgininFR1/out.pdb
SKIP,corin_rattus.pdb,aeruginosin98A_2D.sdf,enzyme,corin_rattus__aeruginosin98A,-7.926,1.874,/Users/user/Desktop/Projet_long/docking/results/REFINE/corin_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/corin_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/corin_rattus__aeruginosin98A/out.pdb
